id,code,dosage,Name,
14795,74543,EQ 0.5% BASE,ALBUTEROL SULFATE,
14796,74544,EQ 5MG BASE,LEUCOVORIN CALCIUM,
14797,74544,EQ 25MG BASE,LEUCOVORIN CALCIUM,
14798,74545,EQ 12.5MG BASE/ML,DOBUTAMINE HYDROCHLORIDE,
14799,74546,25MG,CLOZAPINE,
14800,74546,100MG,CLOZAPINE,
14801,74549,EQ 50MG BASE/ML,KETAMINE HYDROCHLORIDE,
14802,74549,EQ 100MG BASE/ML,KETAMINE HYDROCHLORIDE,
14803,74550,5MG,GLIPIZIDE,
14804,74550,10MG,GLIPIZIDE,
14805,74551,2MG/ML,LORAZEPAM,
14806,74551,4MG/ML,LORAZEPAM,
14807,74551,1MG/0.5ML,LORAZEPAM,
14808,74552,EQ 150MG BASE,RANITIDINE HYDROCHLORIDE,
14809,74552,EQ 300MG BASE,RANITIDINE HYDROCHLORIDE,
14810,74553,EQ 300MG BASE/5ML,CIMETIDINE HYDROCHLORIDE,
14811,74554,EQ 4GM RESIN/PACKET,CHOLESTYRAMINE,
14812,74554,EQ 4GM RESIN/SCOOPFUL,CHOLESTYRAMINE,
14813,74555,EQ 4GM RESIN/PACKET,CHOLESTYRAMINE LIGHT,
14814,74555,EQ 4GM RESIN/SCOOPFUL,CHOLESTYRAMINE LIGHT,
14815,74556,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,ACYCLOVIR,
14816,74556,400MG,ACYCLOVIR,
14817,74556,800MG,ACYCLOVIR,
14818,74557,EQ 4GM RESIN/PACKET,CHOLESTYRAMINE,
14819,74557,EQ 4GM RESIN/SCOOPFUL,CHOLESTYRAMINE,
14820,74558,EQ 4GM RESIN/PACKET,CHOLESTYRAMINE LIGHT,
14821,74558,EQ 4GM RESIN/SCOOPFUL,CHOLESTYRAMINE LIGHT,
14822,74559,0.6MG/HR,NITROGLYCERIN,
14823,74559,0.4MG/HR,NITROGLYCERIN,
14824,74559,0.2MG/HR,NITROGLYCERIN,
14825,74559,0.1MG/HR,NITROGLYCERIN,
14826,74560,100MG,FLURBIPROFEN,
14827,74561,EQ 4GM RESIN/PACKET,LOCHOLEST,
14828,74561,EQ 4GM RESIN/SCOOPFUL,LOCHOLEST,
14829,74562,EQ 4GM RESIN/PACKET,LOCHOLEST LIGHT,
14830,74562,EQ 4GM RESIN/SCOOPFUL,LOCHOLEST LIGHT,
14831,74565,5MG,SELEGILINE HYDROCHLORIDE,
14832,74566,800MG,CIMETIDINE,
14833,74567,200MG;30MG,IBUPROHM COLD AND SINUS,
14834,74568,200MG,CIMETIDINE,
14835,74568,300MG,CIMETIDINE,
14836,74568,400MG,CIMETIDINE,
14837,74569,0.5MG,CLONAZEPAM,
14838,74569,1MG,CLONAZEPAM,
14839,74569,2MG,CLONAZEPAM,
14840,74570,200MG,ACYCLOVIR,
14841,74574,0.004MG/ML,DESMOPRESSIN ACETATE PRESERVATIVE FREE,
14842,74575,0.004MG/ML,DESMOPRESSIN ACETATE,
14843,74576,12.5MG,CAPTOPRIL,
14844,74576,25MG,CAPTOPRIL,
14845,74576,50MG,CAPTOPRIL,
14846,74576,100MG,CAPTOPRIL,
14847,74578,200MG,ACYCLOVIR,
14848,74579,EQ 0.05% BASE,BETAMETHASONE DIPROPIONATE,
14849,74580,1%,CLOTRIMAZOLE,
14850,74582,200MG,DANAZOL,
14851,74582,100MG,DANAZOL,
14852,74582,50MG,DANAZOL,
14853,74584,10MG,BACLOFEN,
14854,74584,20MG,BACLOFEN,
14855,74585,1.25MG,INDAPAMIDE,
14856,74585,2.5MG,INDAPAMIDE,
14857,74586,2%100MG,M-ZOLE 7 DUAL PACK,
14858,74587,240MG,VERAPAMIL HYDROCHLORIDE,
14859,74587,120MG,VERAPAMIL HYDROCHLORIDE,
14860,74587,180MG,VERAPAMIL HYDROCHLORIDE,
14861,74588,2%,MINOXIDIL (FOR MEN),
14862,74589,2%,MINOXIDIL (FOR MEN),
14863,74590,50MG,CAPTOPRIL,
14864,74590,25MG,CAPTOPRIL,
14865,74590,100MG,CAPTOPRIL,
14866,74590,12.5MG,CAPTOPRIL,
14867,74591,1.5MG,GLYBURIDE (MICRONIZED),
14868,74591,3MG,GLYBURIDE (MICRONIZED),
14869,74591,4.5MG,GLYBURIDE (MICRONIZED),
14870,74591,6MG,GLYBURIDE (MICRONIZED),
14871,74593,2MG/ML,ETOMIDATE,
14872,74594,1.25MG,INDAPAMIDE,
14873,74594,2.5MG,INDAPAMIDE,
14874,74596,EQ 1GM BASE/VIAL,ACYCLOVIR SODIUM,
14875,74596,EQ 500MG BASE/VIAL,ACYCLOVIR SODIUM,
14876,74597,8MG,HYDROMORPHONE HYDROCHLORIDE,
14877,74597,4MG,HYDROMORPHONE HYDROCHLORIDE,
14878,74598,10MG/ML,HYDROMORPHONE HYDROCHLORIDE,
14879,74600,25MG,CLOMIPRAMINE HYDROCHLORIDE,
14880,74600,50MG,CLOMIPRAMINE HYDROCHLORIDE,
14881,74600,75MG,CLOMIPRAMINE HYDROCHLORIDE,
14882,74601,5MG/ML,DIPYRIDAMOLE,
14883,74602,10GM/15ML,LACTULOSE,
14884,74603,10GM/15ML,GENERLAC,
14885,74604,500MG,DIFLUNISAL,
14886,74607,0.4MG/HR,NITROGLYCERIN,
14887,74609,0.2MG/HR,NITROGLYCERIN,
14888,74610,EQ 300MG BASE/5ML,CIMETIDINE HYDROCHLORIDE,
14889,74612,21MG/24HR,NICOTINE,
14890,74612,7MG/24HR,NICOTINE,
14891,74612,14MG/24HR,NICOTINE,
14892,74613,0.25MG/ML,BUMETANIDE,
14893,74615,600MG,GEMFIBROZIL,
14894,74616,EQ 5MG BASE/ML,AMRINONE LACTATE,
14895,74617,5MG/ML,DILTIAZEM HYDROCHLORIDE,
14896,74619,5MG,GLIPIZIDE,
14897,74619,10MG,GLIPIZIDE,
14898,74620,1MG/ML,BUTORPHANOL TARTRATE PRESERVATIVE FREE,
14899,74620,2MG/ML,BUTORPHANOL TARTRATE PRESERVATIVE FREE,
14900,74621,40MG,MEGESTROL ACETATE,
14901,74621,20MG,MEGESTROL ACETATE,
14902,74623,10GM/15ML,LACTULOSE,
14903,74625,5MG,OXYBUTYNIN CHLORIDE,
14904,74626,1MG/ML,BUTORPHANOL TARTRATE PRESERVATIVE FREE,
14905,74626,2MG/ML,BUTORPHANOL TARTRATE PRESERVATIVE FREE,
14906,74629,41%,IOPAMIDOL,
14907,74629,61%,IOPAMIDOL,
14908,74629,76%,IOPAMIDOL,
14909,74629,51%,IOPAMIDOL,
14910,74631,EQ 2.5MG BASE,BROMOCRIPTINE MESYLATE,
14911,74632,10MG/ML,ATRACURIUM BESYLATE,
14912,74633,10MG/ML,ATRACURIUM BESYLATE PRESERVATIVE FREE,
14913,74634,EQ 1.25GM BASE/100ML,DOBUTAMINE HYDROCHLORIDE,
14914,74635,EQ 200MG BASE,NAPROXEN SODIUM,
14915,74636,41%,IOPAMIDOL-200 IN PLASTIC CONTAINER,
14916,74636,51%,IOPAMIDOL-250 IN PLASTIC CONTAINER,
14917,74636,61%,IOPAMIDOL-300 IN PLASTIC CONTAINER,
14918,74636,76%,IOPAMIDOL-370 IN PLASTIC CONTAINER,
14919,74637,61%,IOPAMIDOL-300 IN PLASTIC CONTAINER,
14920,74638,61%,IOPAMIDOL-300,
14921,74639,10MG/ML,ATRACURIUM BESYLATE PRESERVATIVE FREE,
14922,74640,12.5MG,CAPTOPRIL,
14923,74640,25MG,CAPTOPRIL,
14924,74640,50MG,CAPTOPRIL,
14925,74640,100MG,CAPTOPRIL,
14926,74641,5MG,SELEGILINE HYDROCHLORIDE,
14927,74642,20MG,NICARDIPINE HYDROCHLORIDE,
14928,74642,30MG,NICARDIPINE HYDROCHLORIDE,
14929,74643,2%,MINOXIDIL (FOR MEN),
14930,74644,50MG,METOPROLOL TARTRATE,
14931,74644,100MG,METOPROLOL TARTRATE,
14932,74646,EQ 200MG BASE,NAPROXEN SODIUM,
14933,74647,50MG,FLURBIPROFEN,
14934,74647,100MG,FLURBIPROFEN,
14935,74648,0.5MG/5ML,LORAZEPAM,
14936,74649,200MG,CARBAMAZEPINE,
14937,74650,200MG/5ML;40MG/5ML,SULFAMETHOXAZOLE AND TRIMETHOPRIM,
14938,74653,5MG/5ML,HYDROMORPHONE HYDROCHLORIDE,
14939,74654,385MG;30MG;25MG,ORPHENADRINE CITRATE ASPIRIN AND CAFFEINE,
14940,74654,770MG;60MG;50MG,ORPHENADRINE CITRATE ASPIRIN AND CAFFEINE,
14941,74655,EQ 150MG BASE,RANITIDINE HYDROCHLORIDE,
14942,74655,EQ 300MG BASE,RANITIDINE HYDROCHLORIDE,
14943,74656,1MG/ML,CISPLATIN,
14944,74657,EQ 1MG BASE,TERAZOSIN HYDROCHLORIDE,
14945,74657,EQ 2MG BASE,TERAZOSIN HYDROCHLORIDE,
14946,74657,EQ 5MG BASE,TERAZOSIN HYDROCHLORIDE,
14947,74657,EQ 10MG BASE,TERAZOSIN HYDROCHLORIDE,
14948,74658,400MG,ACYCLOVIR,
14949,74658,800MG,ACYCLOVIR,
14950,74661,EQ 200MG BASE,NAPROXEN SODIUM,
14951,74662,EQ 150MG BASE,RANITIDINE HYDROCHLORIDE,
14952,74662,EQ 300MG BASE,RANITIDINE HYDROCHLORIDE,
14953,74663,EQ 500MG BASE/VIAL,ACYCLOVIR SODIUM,
14954,74663,EQ 1GM BASE/VIAL,ACYCLOVIR SODIUM,
14955,74664,EQ 300MG BASE/5ML,CIMETIDINE HYDROCHLORIDE,
14956,74665,1.25MG,INDAPAMIDE,
14957,74665,2.5MG,INDAPAMIDE,
14958,74667,EQ 0.25% BASE,TIMOLOL MALEATE,
14959,74668,EQ 0.5% BASE,TIMOLOL MALEATE,
14960,74670,20MG,NICARDIPINE HYDROCHLORIDE,
14961,74670,30MG,NICARDIPINE HYDROCHLORIDE,
14962,74672,5MG,SELEGILINE HYDROCHLORIDE,
14963,74673,EQ 1MG BASE,GUANFACINE HYDROCHLORIDE,
14964,74673,EQ 2MG BASE,GUANFACINE HYDROCHLORIDE,
14965,74674,200MG,ACYCLOVIR,
14966,74677,50MG,CAPTOPRIL,
14967,74677,25MG,CAPTOPRIL,
14968,74677,100MG,CAPTOPRIL,
14969,74677,12.5MG,CAPTOPRIL,
14970,74679,51%,IOPAMIDOL-250,
14971,74679,61%,IOPAMIDOL-300,
14972,74679,76%,IOPAMIDOL-370,
14973,74680,EQ 150MG BASE,RANITIDINE HYDROCHLORIDE,
14974,74680,EQ 300MG BASE,RANITIDINE HYDROCHLORIDE,
14975,74681,50MG,FLUCONAZOLE,
14976,74681,100MG,FLUCONAZOLE,
14977,74681,150MG,FLUCONAZOLE,
14978,74681,200MG,FLUCONAZOLE,
14979,74686,1.5MG,GLYBURIDE (MICRONIZED),
14980,74686,3MG,GLYBURIDE (MICRONIZED),
14981,74686,4.5MG,GLYBURIDE (MICRONIZED),
14982,74686,6MG,GLYBURIDE (MICRONIZED),
14983,74688,10MG/VIAL,VECURONIUM BROMIDE,
14984,74688,20MG/VIAL,VECURONIUM BROMIDE,
14985,74694,25MG,CLOMIPRAMINE HYDROCHLORIDE,
14986,74694,50MG,CLOMIPRAMINE HYDROCHLORIDE,
14987,74694,75MG,CLOMIPRAMINE HYDROCHLORIDE,
14988,74698,10MG,BACLOFEN,
14989,74698,20MG,BACLOFEN,
14990,74699,650MG;EQ 25MG BASE,ACETAMINOPHEN AND PENTAZOCINE HYDROCHLORIDE,
14991,74700,0.5MG,BUMETANIDE,
14992,74700,1MG,BUMETANIDE,
14993,74700,2MG,BUMETANIDE,
14994,74701,25MG;37.5MG,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,
14995,74702,10MG/5ML,METAPROTERENOL SULFATE,
14996,74703,EQ 5MG BASE/5ML,METOCLOPRAMIDE HYDROCHLORIDE,
14997,74706,4%,CROMOLYN SODIUM,
14998,74707,EQ 4MG BASE,NICOTINE POLACRILEX,
14999,74711,150MG,MEXILETINE HYDROCHLORIDE,
15000,74711,200MG,MEXILETINE HYDROCHLORIDE,
15001,74711,250MG,MEXILETINE HYDROCHLORIDE,
15002,74712,10GM/PACKET,LACTULOSE,
15003,74712,20GM/PACKET,LACTULOSE,
15004,74713,10MG/VIAL,CISPLATIN,
15005,74713,50MG/VIAL,CISPLATIN,
15006,74719,10MG/ML,PROPOFOL,
15007,74720,EQ 25MG BASE/ML,ACYCLOVIR SODIUM,
15008,74721,EQ 10MG BASE/ML,DOXEPIN HYDROCHLORIDE,
15009,74722,1.25MG,INDAPAMIDE,
15010,74722,2.5MG,INDAPAMIDE,
15011,74723,50MG,DICLOFENAC SODIUM,
15012,74725,5MG/ML,FLUPHENAZINE HYDROCHLORIDE,
15013,74726,20MEQ,KLOR-CON M20,
15014,74726,10MEQ,KLOR-CON M10,
15015,74726,15MEQ,KLOR-CON M15,
15016,74727,200MG,ACYCLOVIR,
15017,74728,1MG/0.2ML,LEUPROLIDE ACETATE,
15018,74729,EQ 600MG BASE,TOLMETIN SODIUM,
15019,74730,1MG/5ML,LOPERAMIDE HYDROCHLORIDE,
15020,74731,2%,MINOXIDIL (FOR MEN),
15021,74731,2%,MINOXIDIL (FOR WOMEN),
15022,74732,EQ 20MG BASE,TAMOXIFEN CITRATE,
15023,74732,EQ 10MG BASE,TAMOXIFEN CITRATE,
15024,74734,61%,IOPAMIDOL,
15025,74734,76%,IOPAMIDOL,
15026,74735,1MG/ML,CISPLATIN,
15027,74736,EQ 0.5MG BASE;EQ 50MG BASE,NALOXONE HYDROCHLORIDE AND PENTAZOCINE HYDROCHLORIDE,
15028,74737,12.5MG,CAPTOPRIL,
15029,74737,25MG,CAPTOPRIL,
15030,74737,50MG,CAPTOPRIL,
15031,74737,100MG,CAPTOPRIL,
15032,74738,200MG/5ML,ACYCLOVIR,
15033,74739,200MG,AMIODARONE HYDROCHLORIDE,
15034,74740,10MG/ML,ATRACURIUM BESYLATE,
15035,74741,10MG/ML,ATRACURIUM BESYLATE PRESERVATIVE FREE,
15036,74743,2%,MINOXIDIL (FOR WOMEN),
15037,74743,2%,MINOXIDIL (FOR MEN),
15038,74744,5MG,SELEGILINE HYDROCHLORIDE,
15039,74745,40MG,MEGESTROL ACETATE,
15040,74746,EQ 0.25% BASE,TIMOLOL MALEATE,
15041,74747,EQ 0.5% BASE,TIMOLOL MALEATE,
15042,74748,50MG,CAPTOPRIL,
15043,74748,25MG,CAPTOPRIL,
15044,74748,100MG,CAPTOPRIL,
15045,74748,12.5MG,CAPTOPRIL,
15046,74749,EQ 2MG BASE/5ML,ALBUTEROL SULFATE,
15047,74750,200MG,ACYCLOVIR,
15048,74751,25MG,CLOMIPRAMINE HYDROCHLORIDE,
15049,74751,50MG,CLOMIPRAMINE HYDROCHLORIDE,
15050,74751,75MG,CLOMIPRAMINE HYDROCHLORIDE,
15051,74752,180MG,CARTIA XT,
15052,74752,120MG,CARTIA XT,
15053,74752,240MG,CARTIA XT,
15054,74752,300MG,CARTIA XT,
15055,74753,10MG/ML,ATRACURIUM BESYLATE,
15056,74754,10MG,KETOROLAC TROMETHAMINE,
15057,74755,0.02%,IPRATROPIUM BROMIDE,
15058,74756,5MG,SELEGILINE HYDROCHLORIDE,
15059,74757,EQ 300MG BASE/5ML,CIMETIDINE HYDROCHLORIDE,
15060,74758,EQ 500MG BASE/VIAL,ACYCLOVIR SODIUM,
15061,74758,EQ 1GM BASE/VIAL,ACYCLOVIR SODIUM,
15062,74759,1.25GM/5ML,AMINOCAPROIC ACID,
15063,74760,2%,MICONAZOLE NITRATE,
15064,74761,10MG,KETOROLAC TROMETHAMINE,
15065,74762,EQ 1MG BASE,GUANFACINE HYDROCHLORIDE,
15066,74762,EQ 2MG BASE,GUANFACINE HYDROCHLORIDE,
15067,74764,EQ 25MG BASE/ML,RANITIDINE HYDROCHLORIDE,
15068,74767,2%,MINOXIDIL (FOR MEN),
15069,74768,10MG/ML,ATRACURIUM BESYLATE PRESERVATIVE FREE,
15070,74769,100MG,MORPHINE SULFATE,
15071,74769,200MG,MORPHINE SULFATE,
15072,74771,EQ 4GM RESIN/PACKET,CHOLESTYRAMINE,
15073,74771,EQ 4GM RESIN/SCOOPFUL,CHOLESTYRAMINE,
15074,74776,EQ 0.5% BASE,TIMOLOL MALEATE,
15075,74777,EQ 25MG BASE/ML,RANITIDINE HYDROCHLORIDE,
15076,74778,EQ 0.25% BASE,TIMOLOL MALEATE,
15077,74779,0.25%,AKBETA,
15078,74780,0.5%,AKBETA,
15079,74782,200MG,IBUPROFEN,
15080,74784,10MG/ML,ATRACURIUM BESYLATE,
15081,74787,100MG,LABETALOL HYDROCHLORIDE,
15082,74787,200MG,LABETALOL HYDROCHLORIDE,
15083,74787,300MG,LABETALOL HYDROCHLORIDE,
15084,74788,25MG;15MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15085,74788,25MG;25MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15086,74788,50MG;25MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15087,74788,50MG;15MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15088,74789,EQ 200MG BASE,NAPROXEN SODIUM,
15089,74790,10MG,KETOROLAC TROMETHAMINE,
15090,74792,1.5MG,GLYBURIDE (MICRONIZED),
15091,74792,3MG,GLYBURIDE (MICRONIZED),
15092,74792,6MG,GLYBURIDE (MICRONIZED),
15093,74793,2MG/ML,LORAZEPAM,
15094,74793,4MG/ML,LORAZEPAM,
15095,74794,15MG/ML,RANITIDINE,
15096,74795,25MG/ML,FLUPHENAZINE DECANOATE,
15097,74796,EQ 1MG BASE,GUANFACINE HYDROCHLORIDE,
15098,74796,EQ 2MG BASE,GUANFACINE HYDROCHLORIDE,
15099,74799,0.05%,FLUOCINONIDE,
15100,74800,5.2MG/SPRAY,CROMOLYN SODIUM,
15101,74801,15MG/ML,KETOROLAC TROMETHAMINE,
15102,74801,30MG/ML,KETOROLAC TROMETHAMINE,
15103,74802,15MG/ML,KETOROLAC TROMETHAMINE,
15104,74802,30MG/ML,KETOROLAC TROMETHAMINE,
15105,74803,EQ 20MG BASE,FLUOXETINE HYDROCHLORIDE,
15106,74803,EQ 10MG BASE,FLUOXETINE HYDROCHLORIDE,
15107,74805,0.025MG/SPRAY,FLUNISOLIDE,
15108,74806,5%,PERMETHRIN,
15109,74808,10MG,PIROXICAM,
15110,74808,20MG,PIROXICAM,
15111,74811,EQ 50MG BASE/ML,HALOPERIDOL DECANOATE,
15112,74812,20MEQ,POTASSIUM CHLORIDE,
15113,74813,20MG/ML,ETOPOSIDE,
15114,74814,1MG/ML,CISPLATIN,
15115,74815,0.5MG/ML,ALPROSTADIL,
15116,74816,10MG/ML,PROPOFOL,
15117,74817,385MG;30MG;25MG,INVAGESIC,
15118,74817,770MG;60MG;50MG,INVAGESIC FORTE,
15119,74818,1MG,ESTAZOLAM,
15120,74818,2MG,ESTAZOLAM,
15121,74819,400MG,ETODOLAC,
15122,74819,500MG,ETODOLAC,
15123,74821,25MG;37.5MG,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,
15124,74823,EQ 1MG BASE,TERAZOSIN HYDROCHLORIDE,
15125,74823,EQ 2MG BASE,TERAZOSIN HYDROCHLORIDE,
15126,74823,EQ 5MG BASE,TERAZOSIN HYDROCHLORIDE,
15127,74823,EQ 10MG BASE,TERAZOSIN HYDROCHLORIDE,
15128,74824,10MG/ML,ATRACURIUM BESYLATE,
15129,74825,10MG/ML,ATRACURIUM BESYLATE PRESERVATIVE FREE,
15130,74826,1MG,ESTAZOLAM,
15131,74826,2MG,ESTAZOLAM,
15132,74827,25MG;15MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15133,74827,25MG;25MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15134,74827,50MG;25MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15135,74827,50MG;15MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15136,74828,200MG,ACYCLOVIR,
15137,74830,0.01MG/SPRAY,DESMOPRESSIN ACETATE,
15138,74832,50MG;25MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15139,74833,200MG,ACYCLOVIR,
15140,74834,400MG,ACYCLOVIR,
15141,74834,800MG,ACYCLOVIR,
15142,74835,EQ 10MG BASE,NORTRIPTYLINE HYDROCHLORIDE,
15143,74835,EQ 25MG BASE,NORTRIPTYLINE HYDROCHLORIDE,
15144,74835,EQ 50MG BASE,NORTRIPTYLINE HYDROCHLORIDE,
15145,74835,EQ 75MG BASE,NORTRIPTYLINE HYDROCHLORIDE,
15146,74836,400MG,ACYCLOVIR,
15147,74836,800MG,ACYCLOVIR,
15148,74839,400MG,ETODOLAC,
15149,74840,200MG,ETODOLAC,
15150,74840,300MG,ETODOLAC,
15151,74841,400MG,ETODOLAC,
15152,74842,200MG,ETODOLAC,
15153,74842,300MG,ETODOLAC,
15154,74843,650MG;100MG,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,
15155,74843,325MG;50MG,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,
15156,74844,200MG,ETODOLAC,
15157,74844,300MG,ETODOLAC,
15158,74845,60MG,DILTIAZEM HYDROCHLORIDE,
15159,74845,90MG,DILTIAZEM HYDROCHLORIDE,
15160,74845,120MG,DILTIAZEM HYDROCHLORIDE,
15161,74846,400MG,ETODOLAC,
15162,74847,400MG,ETODOLAC,
15163,74847,500MG,ETODOLAC,
15164,74848,10MG/ML,PROPOFOL,
15165,74849,25MG,CLOMIPRAMINE HYDROCHLORIDE,
15166,74849,50MG,CLOMIPRAMINE HYDROCHLORIDE,
15167,74849,75MG,CLOMIPRAMINE HYDROCHLORIDE,
15168,74850,0.5%,LEVOBUNOLOL HYDROCHLORIDE,
15169,74851,0.25%,LEVOBUNOLOL HYDROCHLORIDE,
15170,74852,120MG,DILTIAZEM HYDROCHLORIDE,
15171,74852,180MG,DILTIAZEM HYDROCHLORIDE,
15172,74852,240MG,DILTIAZEM HYDROCHLORIDE,
15173,74857,25MG;37.5MG,TRIAMTERENE AND HYDROCHLOROTHIAZIDE,
15174,74858,EQ 20MG BASE,TAMOXIFEN CITRATE,
15175,74859,EQ 300MG BASE/5ML,CIMETIDINE HYDROCHLORIDE,
15176,74862,15MG,MORPHINE SULFATE,
15177,74862,30MG,MORPHINE SULFATE,
15178,74862,60MG,MORPHINE SULFATE,
15179,74863,EQ 0.5MG BASE/5ML,CLEMASTINE FUMARATE,
15180,74864,EQ 150MG BASE,RANITIDINE HYDROCHLORIDE,
15181,74864,EQ 300MG BASE,RANITIDINE HYDROCHLORIDE,
15182,74865,150MG,MEXILETINE HYDROCHLORIDE,
15183,74865,200MG,MEXILETINE HYDROCHLORIDE,
15184,74865,250MG,MEXILETINE HYDROCHLORIDE,
15185,74866,5MG,SELEGILINE HYDROCHLORIDE,
15186,74868,5MG/5ML,OXYBUTYNIN CHLORIDE,
15187,74869,0.5MG,CLONAZEPAM,
15188,74869,1MG,CLONAZEPAM,
15189,74869,2MG,CLONAZEPAM,
15190,74870,400MG,ACYCLOVIR,
15191,74870,800MG,ACYCLOVIR,
15192,74871,5MG,SELEGILINE HYDROCHLORIDE,
15193,74872,200MG,ACYCLOVIR,
15194,74873,0.05%,TRETINOIN,
15195,74874,400MG,PENTOXIFYLLINE,
15196,74877,400MG,PENTOXIFYLLINE,
15197,74878,400MG,PENTOXIFYLLINE,
15198,74879,200MG,KETOPROFEN,
15199,74880,EQ 0.083% BASE,ALBUTEROL SULFATE,
15200,74881,41%,IOPAMIDOL-200,
15201,74881,51%,IOPAMIDOL-250,
15202,74881,61%,IOPAMIDOL-300,
15203,74881,76%,IOPAMIDOL-370,
15204,74883,400MG,ETODOLAC,
15205,74883,500MG,ETODOLAC,
15206,74884,EQ 0.5MG BASE/5ML,CLEMASTINE FUMARATE,
15207,74885,EQ 500MG BASE/VIAL,ACYCLOVIR IN SODIUM CHLORIDE 0.9% PRESERVATIVE FREE,
15208,74885,EQ 1GM BASE/VIAL,ACYCLOVIR IN SODIUM CHLORIDE 0.9% PRESERVATIVE FREE,
15209,74888,0.004MG/ML,DESMOPRESSIN ACETATE,
15210,74889,200MG,ACYCLOVIR,
15211,74890,200MG,CIMETIDINE,
15212,74890,300MG,CIMETIDINE,
15213,74890,400MG,CIMETIDINE,
15214,74890,800MG,CIMETIDINE,
15215,74891,400MG,ACYCLOVIR,
15216,74891,800MG,ACYCLOVIR,
15217,74892,400MG,ETODOLAC,
15218,74892,500MG,ETODOLAC,
15219,74893,EQ 50MG BASE/ML,HALOPERIDOL DECANOATE,
15220,74893,EQ 100MG BASE/ML,HALOPERIDOL DECANOATE,
15221,74894,5MG/ML,DILTIAZEM HYDROCHLORIDE,
15222,74894,10MG/ML,DILTIAZEM HYDROCHLORIDE,
15223,74895,200MG,AMIODARONE HYDROCHLORIDE,
15224,74896,25MG;15MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15225,74896,25MG;25MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15226,74896,50MG;25MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15227,74896,50MG;15MG,CAPTOPRIL AND HYDROCHLOROTHIAZIDE,
15228,74897,EQ 500MG BASE/VIAL,ACYCLOVIR SODIUM,
15229,74897,EQ 1GM BASE/VIAL,ACYCLOVIR SODIUM,
15230,74898,41%,IOPAMIDOL-200,
15231,74898,51%,IOPAMIDOL-250,
15232,74898,61%,IOPAMIDOL-300,
15233,74898,76%,IOPAMIDOL-370,
15234,74899,200MG,ETODOLAC,
15235,74899,300MG,ETODOLAC,
15236,74900,10MG/ML,ATRACURIUM BESYLATE PRESERVATIVE FREE,
15237,74901,10MG/ML,ATRACURIUM BESYLATE,
15238,74903,400MG,ETODOLAC,
15239,74903,500MG,ETODOLAC,
15240,74904,0.05%,TOPICORT,
15241,74905,0.05%,FLUOCINONIDE,
15242,74906,200MG,ACYCLOVIR,
15243,74909,2MG,ALPRAZOLAM,
15244,74910,60MG,DILTIAZEM HYDROCHLORIDE,
15245,74910,90MG,DILTIAZEM HYDROCHLORIDE,
15246,74910,120MG,DILTIAZEM HYDROCHLORIDE,
15247,74911,325MG;50MG;40MG;30MG,PHRENILIN WITH CAFFEINE AND CODEINE,
15248,74912,5MG,SELEGILINE HYDROCHLORIDE,
15249,74913,EQ 500MG BASE/VIAL,ACYCLOVIR SODIUM,
15250,74913,EQ 1GM BASE/VIAL,ACYCLOVIR SODIUM,
15251,74914,200MG,ACYCLOVIR,
15252,74916,100MG/5ML,IBUPROFEN,
15253,74917,EQ 0.05MG BASE/ML,FENTANYL CITRATE PRESERVATIVE FREE,
15254,74918,50MG,NALTREXONE HYDROCHLORIDE,
15255,74920,0.5MG,CLONAZEPAM,
15256,74920,1MG,CLONAZEPAM,
15257,74920,2MG,CLONAZEPAM,
15258,74921,1MG,ESTAZOLAM,
15259,74921,2MG,ESTAZOLAM,
15260,74924,2%,MINOXIDIL (FOR MEN),
15261,74924,2%,MINOXIDIL (FOR WOMEN),
15262,74925,0.5MG,CLONAZEPAM,
15263,74925,1MG,CLONAZEPAM,
15264,74925,2MG,CLONAZEPAM,
15265,74926,2%200MG,M-ZOLE 3 COMBINATION PACK,
15266,74927,400MG,ETODOLAC,
15267,74928,20MG,NICARDIPINE HYDROCHLORIDE,
15268,74928,30MG,NICARDIPINE HYDROCHLORIDE,
15269,74929,300MG,ETODOLAC,
15270,74930,EQ 50MG BASE/ML,ACYCLOVIR SODIUM,
15271,74931,200MG,IBUPROFEN,
15272,74932,200MG,ETODOLAC,
15273,74932,300MG,ETODOLAC,
